MSSubClass,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,BsmtFinSF2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,PavedDrive,MiscVal,EnclosedPorch,SalePrice
50,AllPub,SWISU,Norm,Norm,1Fam,1.5Fin,7,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,139500
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,232600
20,AllPub,NridgHt,PosN,PosN,1Fam,1Story,5,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,385000
45,AllPub,BrkSide,Norm,Norm,1Fam,1.5Unf,6,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,NA,NA,NA,Y,0,116,109500
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,189000
60,AllPub,ClearCr,Norm,Norm,1Fam,2Story,5,Plywood,Plywood,TA,TA,PConc,TA,Gd,LwQ,ALQ,764,GasA,TA,Y,SBrkr,0,1,1,TA,Min2,NA,Attchd,TA,TA,Y,0,0,185000
160,AllPub,Somerst,Norm,Norm,Twnhs,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,80,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,147400
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,166000
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,80,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,151000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,6,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,237000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,HdBoard,Plywood,TA,TA,CBlock,TA,TA,Rec,BLQ,345,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,167000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,139950
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,7,VinylSd,HdBoard,TA,TA,CBlock,Gd,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Min2,NA,Attchd,TA,TA,Y,0,0,128000
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Min2,NA,Detchd,TA,TA,Y,0,230,153500
160,AllPub,BrDale,Norm,Norm,Twnhs,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,100000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,144000
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,130500
70,AllPub,SWISU,Norm,Norm,1Fam,2Story,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,BLQ,Unf,0,GasA,TA,N,SBrkr,0,0,1,Fa,Typ,NA,Detchd,TA,TA,P,0,254,140000
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,8,MetalSd,MetalSd,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Po,Detchd,Gd,TA,P,0,68,157500
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,ALQ,539,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,Gd,Gd,Y,0,0,174900
90,AllPub,NAmes,Artery,Norm,Duplex,1Story,4,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,N,SBrkr,0,0,2,TA,Typ,NA,NA,NA,NA,Y,0,0,141000
50,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,194,153900
85,AllPub,Sawyer,RRAe,Norm,1Fam,SFoyer,5,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Min2,TA,Basment,TA,TA,Y,0,0,171000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,192,213000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,HdBoard,Plywood,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,133500
50,AllPub,ClearCr,Norm,Norm,1Fam,1.5Fin,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,Fa,TA,Y,0,0,240000
80,AllPub,Veenker,Feedr,Norm,1Fam,SLvl,7,Plywood,Plywood,Gd,Gd,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,187000
120,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,131500
120,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,215000
75,AllPub,Crawfor,Norm,Norm,1Fam,2.5Unf,5,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,164000
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,MetalSd,HdBoard,TA,Gd,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,158000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,4,Wd Sdng,Plywood,TA,TA,CBlock,TA,TA,ALQ,Rec,1085,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,170000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,8,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,127000
80,AllPub,CollgCr,Norm,Norm,1Fam,SLvl,6,Plywood,HdBoard,TA,TA,CBlock,Gd,Gd,GLQ,LwQ,435,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,Fa,Y,0,34,147000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,174000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,152000
60,AllPub,NWAmes,PosA,Norm,1Fam,2Story,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,250000
50,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,8,Wd Sdng,Wd Sdng,Gd,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,Y,0,0,189950
190,AllPub,Sawyer,Norm,Norm,2fmCon,1Story,4,Plywood,HdBoard,TA,TA,PConc,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,131500
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,5,HdBoard,Plywood,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,152000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,BrkFace,Plywood,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,132500
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,250580
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,148500
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,248900
20,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Fa,Typ,NA,Attchd,TA,TA,Y,400,0,129000
60,AllPub,Gilbert,Feedr,Norm,1Fam,2Story,6,Plywood,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,GasA,Gd,Y,SBrkr,53,0,1,TA,Typ,TA,Attchd,TA,TA,P,0,0,169000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,236000
20,AllPub,NAmes,PosN,Norm,1Fam,1Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Gd,N,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,109500
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,200500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,WdShing,Wd Shng,Gd,TA,Stone,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,150,116000
40,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,232,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,133000
50,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,66500
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,303477
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,HdBoard,Plywood,TA,TA,PConc,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,132250
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,350000
85,AllPub,Sawyer,Norm,Norm,1Fam,SFoyer,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Min2,NA,Detchd,TA,TA,Y,400,0,148000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,8,VinylSd,VinylSd,Gd,Gd,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,136500
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Ex,Gd,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,157000
50,AllPub,Timber,Norm,Norm,1Fam,1.5Fin,5,HdBoard,HdBoard,Gd,Gd,CBlock,Gd,TA,LwQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,187500
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,BuiltIn,TA,TA,Y,0,0,178000
75,AllPub,SWISU,Norm,Norm,1Fam,2.5Fin,5,Wd Sdng,Wd Sdng,Gd,TA,PConc,TA,Fa,Unf,Unf,0,GasA,TA,N,SBrkr,481,0,1,TA,Typ,NA,Detchd,TA,Gd,Y,0,0,118500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,100000
120,AllPub,Somerst,Norm,Norm,TwnhsE,1Story,5,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,328900
90,AllPub,NAmes,Norm,Norm,Duplex,1Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,LwQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,2,TA,Typ,NA,Attchd,TA,TA,Y,0,0,145000
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,7,MetalSd,MetalSd,TA,Gd,PConc,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,135500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,Gd,Gd,PConc,TA,Gd,ALQ,Rec,823,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,268000
20,AllPub,NAmes,Feedr,Norm,1Fam,1Story,4,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,149500
50,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Po,Detchd,TA,TA,Y,2000,0,122900
60,AllPub,Sawyer,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,LwQ,Rec,500,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,172500
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,8,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,154500
20,AllPub,Sawyer,PosN,Norm,1Fam,1Story,5,Wd Sdng,Plywood,TA,TA,PConc,Gd,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,165000
90,AllPub,SawyerW,Norm,Norm,Duplex,1Story,5,Plywood,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Attchd,TA,TA,Y,0,0,118858
60,AllPub,NAmes,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,140000
30,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,ALQ,Unf,0,GasA,Ex,N,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,106500
90,AllPub,SawyerW,Feedr,Norm,Duplex,2Story,5,Plywood,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,142953
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,611657
20,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,7,HdBoard,Plywood,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,135000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,110000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,153000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,180000
20,AllPub,Gilbert,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,240000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,6,HdBoard,Wd Sdng,TA,TA,CBlock,TA,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,125500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,LwQ,290,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,164,128000
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,255000
50,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,7,BrkFace,BrkFace,Gd,TA,CBlock,Gd,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,Fa,TA,Y,0,0,250000
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,BLQ,ALQ,324,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,131000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,174000
90,AllPub,NAmes,Feedr,Norm,Duplex,2Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,FuseA,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,154300
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,HdBoard,Plywood,TA,TA,CBlock,Gd,Gd,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,143500
30,AllPub,BrkSide,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Rec,Unf,0,GasA,TA,N,SBrkr,0,0,1,TA,Min1,NA,Detchd,TA,TA,Y,620,112,88000
90,AllPub,Crawfor,Norm,Norm,Duplex,2Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,N,FuseA,0,0,2,TA,Typ,NA,2Types,TA,TA,Y,0,0,145000
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,173733
160,AllPub,MeadowV,Norm,Norm,Twnhs,2Story,5,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,75000
20,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,3,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,N,FuseA,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,35311
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,135000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,Gd,TA,PConc,Ex,TA,BLQ,GLQ,634,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,224,238000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,8,MetalSd,MetalSd,Ex,TA,CBlock,Gd,TA,ALQ,BLQ,411,GasA,Ex,Y,SBrkr,0,0,1,TA,Min1,TA,Attchd,TA,TA,Y,0,0,176500
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,Gd,Gd,PConc,Gd,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,201000
90,AllPub,Edwards,Feedr,Norm,Duplex,1.5Fin,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,2,TA,Typ,NA,NA,NA,NA,N,0,0,145900
20,AllPub,Gilbert,RRAn,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,169990
120,AllPub,SawyerW,Norm,Norm,TwnhsE,1Story,5,Plywood,Plywood,Gd,TA,PConc,Gd,TA,LwQ,GLQ,841,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,0,193000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,Gd,CBlock,Gd,TA,BLQ,LwQ,1061,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,207500
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,ALQ,LwQ,93,GasA,TA,Y,SBrkr,0,1,1,Ex,Typ,NA,Attchd,TA,TA,Y,0,0,175000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,285000
60,AllPub,NWAmes,Feedr,Norm,1Fam,2Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,176000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,TA,Attchd,TA,TA,Y,0,0,236500
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,BuiltIn,TA,TA,Y,0,0,222000
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,201000
